filename,brand,product_name,class_label,gender_code,category_code,class_code,color_code,style_code,price,discount_rate,review_count,heart_count,color_score,style_score
F_bottom_p01_3781613.jpg,아우어솔티,Bohemian Pintuck Mini Dress / Ivory,여성_하의,1,1,8,10,0,192750,30.0,13,3458,0.5551,0.2231
F_bottom_p01_3442046.jpg,라메레이,Classic Sleeveless Dress-Black,여성_하의,1,1,8,1,1,184920,19.0,82,4423,0.6309,0.2941
F_bottom_p01_3771616.jpg,파르벵,VELORA SHIRRING SHEER DRESS,여성_하의,1,1,8,0,5,209000,0.0,43,3198,0.4628,0.3224
F_bottom_p01_3167306.jpg,플로움,Tidy Iconic Dress - Mini,여성_하의,1,1,8,10,3,223200,10.0,32,6529,0.7513,0.3202
F_bottom_p01_3441995.jpg,라메레이,Sheer Layered Tie Dress-Black,여성_하의,1,1,8,1,3,209150,19.0,47,4512,0.5518,0.2945
F_bottom_p02_3804056.jpg,잇미샤,잇미샤 스퀘어넥 벨티드 원피스 ITQ2ZOP440,여성_하의,1,1,8,0,3,149280,40.0,1,369,0.4982,0.3198
F_bottom_p02_2809434.jpg,플로움,Diana Drape Sleeveless Dress,여성_하의,1,1,8,10,2,295200,10.0,69,18555,0.3337,0.3806
F_bottom_p02_3255537.jpg,오브베이지,CREASE SHEER LAYERED OPS_PEACH PINK,여성_하의,1,1,8,7,5,169500,19.0,53,3762,0.6416,0.422
F_bottom_p02_3255900.jpg,오프닝선샤인,Sleeveless Ruffle Tiered Long Dress,여성_하의,1,1,8,10,3,112250,19.0,4,1668,0.5609,0.273
F_bottom_p02_3360514.jpg,아유서울,"LACE SQUARE NECK MINI DRESS, WHITE",여성_하의,1,1,8,10,1,120110,23.0,59,2471,0.6633,0.4058
F_bottom_p02_3450122.jpg,오떼뜨,MAY THE FLARE OPS,여성_하의,1,1,8,1,2,120950,35.0,41,3283,0.7826,0.2435
F_bottom_p02_3457651.jpg,어다울,Wave ruffle line long dress - ivory,여성_하의,1,1,8,10,3,119510,19.0,11,3487,0.3385,0.3051
F_bottom_p02_3728400.jpg,드로우핏 우먼,핀턱 셔링 미디 원피스,여성_하의,1,1,8,0,4,68670,37.0,3,1018,0.5094,0.4933
F_bottom_p02_3755501.jpg,룩캐스트,마야 핀턱 레이스 코튼 미디 드레스_화이트 / MAYA PINTUCK LACE COTTON MIDI DRESS,여성_하의,1,1,8,10,5,89100,40.0,4,352,0.4727,0.3613
F_bottom_p02_3757328.jpg,라메레이,Cap Sleeve Boat-Neck Dress-Black,여성_하의,1,1,8,1,2,176850,19.0,4,677,0.6134,0.4776
F_bottom_p02_3757349.jpg,라메레이,Tie V-Neck Dress-Black,여성_하의,1,1,8,1,2,209150,19.0,5,803,0.5962,0.3272
F_bottom_p02_3768145.jpg,에트몽,"Slip Crinkle Frill Mini Dress, White",여성_하의,1,1,8,10,6,99540,37.0,0,836,0.5436,0.1781
F_bottom_p02_3775062.jpg,미치코런던 코시노,Puff Sleeve Ribbon Mini Dress Black,여성_하의,1,1,8,1,5,76720,19.0,3,971,0.7497,0.3996
F_bottom_p02_3789185.jpg,퀸스래빗,Vetiver Silky V-Neck Shirring Maxi Dress,여성_하의,1,1,8,10,2,139290,30.0,3,1081,0.6561,0.5046
F_bottom_p02_3821031.jpg,그린버터,Dot Lace Slip Dress (Ivory),여성_하의,1,1,8,10,4,65410,31.0,14,295,0.3915,0.2914
F_bottom_p02_3822437.jpg,메리온,비네트 레이어드 원피스,여성_하의,1,1,8,10,7,129290,23.0,2,598,0.3975,0.3347
F_bottom_p02_3828726.jpg,쥴리앤칼라,26SS Calla135 쉬비긴즈 엘라플리츠 트위드 원피스 세레모니 하객룩,여성_하의,1,1,8,10,4,190720,36.0,2,509,0.3715,0.5178
F_bottom_p03_1817470.jpg,가니송,LMJ Gold Button Wrap One-piece,여성_하의,1,1,8,1,4,166770,24.0,191,13675,0.7405,0.3815
F_bottom_p03_2009468.jpg,모멧,덴 앞슬릿 박시 원피스 블랙,여성_하의,1,1,8,1,3,63580,28.0,180,3702,0.7206,0.4902
F_bottom_p03_2173687.jpg,신스덴,브라이트 나시 원피스,여성_하의,1,1,8,6,7,111000,25.0,23,2369,0.9086,0.2664
F_bottom_p03_2419646.jpg,플로움,The Moon Dress - Long,여성_하의,1,1,8,6,4,295200,10.0,167,11505,0.2957,0.4242
F_bottom_p03_2419695.jpg,플로움,Heart Wave Dress,여성_하의,1,1,8,1,3,253300,15.0,30,5908,0.7442,0.4415
F_bottom_p03_2419699.jpg,플로움,Cocktail Heart Neck Dress,여성_하의,1,1,8,10,2,295200,10.0,172,10413,0.7646,0.3094
F_bottom_p03_2419704.jpg,플로움,Classic Sailor Collar Dress,여성_하의,1,1,8,0,5,253300,15.0,150,6062,0.8851,0.543
F_bottom_p03_2636094.jpg,가니송,Misty Pumpkin One-piece,여성_하의,1,1,8,1,5,110840,32.0,144,7513,0.8859,0.3406
F_bottom_p03_2781538.jpg,플로움,Bella Mini Dress,여성_하의,1,1,8,1,4,219300,15.0,79,9880,0.71,0.3829
F_bottom_p03_2809409.jpg,아틀리에 나인,LOND2 WAIST TUCK BLOUSE (Z-BL-4287),여성_하의,1,1,8,10,2,50150,15.0,589,41030,0.7062,0.266
F_bottom_p03_3056406.jpg,가니송,Bridal Aurora Petals Dress,여성_하의,1,1,8,10,2,504000,14.0,1,1115,0.8715,0.505
F_bottom_p03_3167294.jpg,플로움,British Classic Dress,여성_하의,1,1,8,1,2,286200,10.0,36,4386,0.6664,0.5494
F_bottom_p03_3203519.jpg,스텝어라운드,Pleated sleeveless one-piece,여성_하의,1,1,8,10,3,130130,31.0,11,1851,0.5465,0.2837
F_bottom_p03_3232640.jpg,드헤베,Dart Back Ribbon Dress,여성_하의,1,1,8,1,2,68290,35.0,24,6379,0.7794,0.4867
F_bottom_p03_3328501.jpg,어반드레스,Veil Dress,여성_하의,1,1,8,1,0,62400,20.0,13,1622,0.5642,0.232
F_bottom_p03_3369757.jpg,오브베이지,LAYER DRAPE LONG OPS_PEACH PINK,여성_하의,1,1,8,0,2,143820,24.0,16,1913,0.1944,0.3431
F_bottom_p03_3416891.jpg,슬로우롤리,Ribbon shirring sleeveless dress,여성_하의,1,1,8,10,2,90860,40.0,100,1273,0.6559,0.4071
F_bottom_p03_3432101.jpg,루시르주,Thalia Belted Boatneck Dress,여성_하의,1,1,8,1,2,156390,28.0,13,1459,0.5355,0.3295
F_bottom_p03_3521751.jpg,그레이스유,Isabel Halter-Neck One-piece,여성_하의,1,1,8,1,2,294000,0.0,10,1558,0.5726,0.4604
F_bottom_p03_3524223.jpg,세이지먼트,DERPI TWIST STRAP DRESS,여성_하의,1,1,8,1,3,132660,35.0,41,3646,0.7576,0.2865
F_bottom_p03_3632108.jpg,세릭,Lace Slip Dress _ Ivory,여성_하의,1,1,8,10,5,97200,10.0,31,1748,0.8808,0.5805
F_bottom_p03_3709445.jpg,메리온,코린 스트라이프 원피스,여성_하의,1,1,8,1,1,109400,23.0,22,5459,0.7448,0.4624
F_bottom_p03_3720740.jpg,메리온,페브 카라 원피스,여성_하의,1,1,8,1,4,129290,23.0,2,1183,0.4548,0.3438
F_bottom_p03_3724604.jpg,잇미샤,잇미샤 트위드 미니 원피스 ITQ2ZOP870,여성_하의,1,1,8,10,5,176100,23.0,1,842,0.6769,0.3015
F_bottom_p03_3733416.jpg,아틀리에 나인,COTTON CLASSICAL KNIT CARDIGAN (CD-2259),여성_하의,1,1,8,8,5,60080,32.0,8,831,0.5562,0.3762
F_bottom_p03_3767133.jpg,루시르주,Custom Scarf Tweed Mini Dress Set,여성_하의,1,1,8,1,3,171780,27.0,2,1350,0.486,0.2534
F_bottom_p03_3767994.jpg,페스토,PINTUCK DRESS DARK LAKE,여성_하의,1,1,8,10,6,90320,28.0,2,746,0.3165,0.7217
F_bottom_p03_3775025.jpg,어다울,Oblique ribbon mini dress - white,여성_하의,1,1,8,10,5,105950,30.0,2,527,0.5464,0.3803
F_bottom_p03_3781415.jpg,씨타,Satin Layered Lace Slip Dress_CTOP714(White),여성_하의,1,1,8,4,6,76760,40.0,4,1067,0.3675,0.4732
F_bottom_p03_3795229.jpg,그레이스유,Carys H-Line One-piece,여성_하의,1,1,8,0,3,275000,0.0,0,281,0.5443,0.3353
F_bottom_p03_3828728.jpg,쥴리앤칼라,26SS Calla136 쉬비긴즈 벨라 트위드 원피스 세레모니 하객룩 옐로우,여성_하의,1,1,8,0,4,190720,36.0,2,538,0.8216,0.7015
F_bottom_p03_3828770.jpg,플로움,Luna Mermaid Dress,여성_하의,1,1,8,1,3,219300,15.0,2,243,0.7936,0.4116
F_bottom_p03_3873857.jpg,신스덴,프로미스 벌룬 미니원피스 5월8일순차발송,여성_하의,1,1,8,10,2,135200,20.0,0,337,0.8948,0.3226
F_bottom_p03_3876479.jpg,아워코모스,comos 1727 drape wrap button dress (ash blue),여성_하의,1,1,8,10,3,115200,38.0,4,1282,0.282,0.5203
F_bottom_p03_3883733.jpg,플로움,Overlay Cup Cake Three-Quarter Sleeve Dress,여성_하의,1,1,8,0,4,295800,15.0,0,189,0.6394,0.4841
F_bottom_p04_2106648.jpg,루시르주,Osborn Ribbon tied Sleeveless one-piece,여성_하의,1,1,8,10,2,116360,31.0,22,2397,0.9531,0.4069
F_bottom_p04_2134675.jpg,어다울,Jelli shirring choker long dress - ivory,여성_하의,1,1,8,10,2,155000,16.0,136,14695,0.6472,0.4995
F_bottom_p04_2416369.jpg,플로움,Classic Diana Dress,여성_하의,1,1,8,1,2,295200,10.0,238,9321,0.6802,0.5535
F_bottom_p04_2455078.jpg,르바,Stitch Mini Dress - Black (기장선택),여성_하의,1,1,8,1,3,100980,24.0,283,5192,0.8161,0.4013
F_bottom_p04_2502550.jpg,파르티멘토 우먼,PW DOUBLE LAYERED LONG SLEEVE TEE,여성_하의,1,1,8,1,5,31870,35.0,1982,21311,0.4365,0.4724
F_bottom_p04_2773836.jpg,루시르주,Special Tie up Ribbon Ops,여성_하의,1,1,8,1,3,139290,30.0,26,3104,0.518,0.3759
F_bottom_p04_2841806.jpg,마우솔레움,Jenn Round Neck Suit Jacket Dress - Grey,여성_하의,1,1,8,1,4,138300,37.0,4,2278,0.3391,0.6461
F_bottom_p04_2841811.jpg,마우솔레움,Jenn Suit Jacket Dress - Grey,여성_하의,1,1,8,1,4,137540,37.0,1,1640,0.4309,0.6429
F_bottom_p04_3073267.jpg,라메레이,Square See-through Dress-Black,여성_하의,1,1,8,1,3,176850,19.0,51,7698,0.4641,0.5836
F_bottom_p04_3164225.jpg,트위,쥬엔느 슬리브리스 원피스,여성_하의,1,1,8,10,2,33180,34.0,12,1094,0.5956,0.4473
F_bottom_p04_3207109.jpg,잇미샤,잇미샤 오픈카라 벨티드 원피스 ITP5YOP750,여성_하의,1,1,8,6,4,163860,54.0,0,423,0.4239,0.5934
F_bottom_p04_3235460.jpg,어다울,Front drawstring sleeveless long dress - white,여성_하의,1,1,8,10,4,111440,19.0,50,3772,0.7555,0.4035
F_bottom_p04_3289567.jpg,레터프롬문,벨라 레이스 펀칭 홀터넥 원피스 ( 화이트 ),여성_하의,1,1,8,10,7,85680,28.0,15,4326,0.5292,0.1758
F_bottom_p04_3316345.jpg,폴앤앨리스,STRING SLEEVELESS DRESS / WHITE,여성_하의,1,1,8,10,2,115200,10.0,7,853,0.8414,0.4195
F_bottom_p04_3321921.jpg,잇미샤,잇미샤 자켓 셋업 원피스 ITP8YOP480,여성_하의,1,1,8,1,4,223890,49.0,6,770,0.4471,0.5782
F_bottom_p04_3404491.jpg,플로움,Bibi Tweed Dress,여성_하의,1,1,8,10,4,270300,15.0,22,1649,0.3925,0.9116
F_bottom_p04_3431362.jpg,일리고,프레피 리본 플리츠 원피스 차콜,여성_하의,1,1,8,1,7,64260,34.0,7,1265,0.3964,0.2059
F_bottom_p04_3432109.jpg,루시르주,Curve-Line Dress & Ribbon Corsage,여성_하의,1,1,8,1,2,163230,28.0,22,2185,0.5284,0.4204
F_bottom_p04_3496807.jpg,어패럴아카이브,Flat pumpkin mini dress - Ivory,여성_하의,1,1,8,5,2,68090,23.0,6,2339,0.3223,0.5337
F_bottom_p04_3502393.jpg,망고매니플리즈,HEIDY COTTON ONE PIECE,여성_하의,1,1,8,10,4,114750,15.0,21,1294,0.3888,0.3649
F_bottom_p04_3593777.jpg,나이키,에어 슈퍼플라이 W - 블랙 / IB6746-001,여성_하의,1,1,8,6,5,112590,19.0,58,9356,0.5127,0.8633
F_bottom_p04_3720749.jpg,메리온,페브 카라 원피스,여성_하의,1,1,8,1,4,129290,23.0,2,1183,0.4548,0.3438
F_bottom_p04_3765762.jpg,이아,KANE CONTRAST COCOON DRESS,여성_하의,1,1,8,3,5,198000,0.0,2,299,0.3214,0.3939
F_bottom_p04_3772977.jpg,온앤온,스트링 하이넥 점퍼 NEW6SM224,여성_하의,1,1,8,0,6,203320,32.0,2,1113,0.374,0.7607
F_bottom_p04_3773177.jpg,포에토,Minita pure dress - black,여성_하의,1,1,8,1,3,114750,15.0,10,648,0.4672,0.4526
F_bottom_p04_3819073.jpg,마이스,BIG DOT PLEATED MAXI DRESS / BLACK,여성_하의,1,1,8,1,5,109480,31.0,4,478,0.3905,0.3826
F_bottom_p04_3821114.jpg,로우클래식,LACE MIDI DRESS,여성_하의,1,1,8,10,1,109650,15.0,2,329,0.6405,0.4044
F_bottom_p04_3821116.jpg,로우클래식,LACE MIDI DRESS,여성_하의,1,1,8,10,1,109650,15.0,2,329,0.6405,0.4044
F_bottom_p05_2012949.jpg,모멧,덴 앞슬릿 박시 원피스 크림,여성_하의,1,1,8,10,3,63580,28.0,187,8691,0.6558,0.4365
F_bottom_p05_2137096.jpg,어다울,Jelli shirring choker long dress - ivory,여성_하의,1,1,8,10,2,155000,16.0,136,14695,0.6472,0.4995
F_bottom_p05_2182597.jpg,가니송,Bridal Bow Bow Dress,여성_하의,1,1,8,10,5,355300,15.0,17,4357,0.8435,0.3236
F_bottom_p05_2419697.jpg,플로움,Andy Dress,여성_하의,1,1,8,1,3,250200,10.0,154,12422,0.5309,0.5038
F_bottom_p05_2468768.jpg,그린버터,Silky Side Pocket dress (Champagne),여성_하의,1,1,8,0,2,47510,31.0,123,6606,0.6167,0.3009
F_bottom_p05_2567908.jpg,플로움,Santorini Dress(White),여성_하의,1,1,8,10,3,210800,15.0,38,7293,0.8705,0.2533
F_bottom_p05_2647757.jpg,마조네,SHEER LACE ORGANZA DRESS,여성_하의,1,1,8,10,5,92880,28.0,103,7149,0.5365,0.2202
F_bottom_p05_2712094.jpg,데이즈데이즈,SOONSOO HALTER ONEPIECE,여성_하의,1,1,8,10,5,157520,12.0,81,3522,0.4619,0.4745
F_bottom_p05_2773334.jpg,오브베이지,BASE TWO-WAY MAXI OPS_BEIGE,여성_하의,1,1,8,0,3,185130,24.0,17,3044,0.7546,0.4275
F_bottom_p05_2841812.jpg,마우솔레움,Jenn Suit Jacket Dress - Grey,여성_하의,1,1,8,1,4,137540,37.0,1,1640,0.4309,0.6429
F_bottom_p05_3056376.jpg,가니송,Bridal Aurora Petals Dress,여성_하의,1,1,8,10,2,504000,14.0,1,1115,0.8715,0.505
F_bottom_p05_3278055.jpg,쎄무아듀,Cest,여성_하의,1,1,8,10,4,101370,36.0,0,551,0.6988,0.3666
F_bottom_p05_3347564.jpg,신스덴,그린 플로우 브이넥 미니원피스,여성_하의,1,1,8,5,4,87200,20.0,14,1423,0.5768,0.571
F_bottom_p05_3347598.jpg,쎄무아듀,Cest,여성_하의,1,1,8,10,2,88060,41.0,4,967,0.3829,0.2961
F_bottom_p05_3417113.jpg,슬로우롤리,Back slit pleated midi dress,여성_하의,1,1,8,1,3,75000,40.0,27,184,0.863,0.2761
F_bottom_p05_3445832.jpg,신스덴,베르 루비 롱원피스,여성_하의,1,1,8,9,2,129000,25.0,12,1224,0.7565,0.802
F_bottom_p05_3457174.jpg,어다울,Wave ruffle line long dress - ivory,여성_하의,1,1,8,10,3,119510,19.0,11,3487,0.3385,0.3051
F_bottom_p05_3527440.jpg,비바셔스,Fleur Pintuck Dress IVORY,여성_하의,1,1,8,10,4,73040,17.0,11,1420,0.6906,0.2176
F_bottom_p05_3737981.jpg,에르에르,Off-shoulder Arizona Sweatshirt Ivory,여성_하의,1,1,8,4,1,40320,35.0,4,1318,0.2562,0.3656
F_bottom_p05_3753478.jpg,드헤베,Hidden Stripe Single Jacket,여성_하의,1,1,8,10,5,83850,51.0,14,2687,0.3504,0.3715
F_bottom_p05_3767988.jpg,페스토,PINTUCK DRESS DOVE,여성_하의,1,1,8,10,6,64310,28.0,8,275,0.2941,0.3715
F_bottom_p05_3770586.jpg,럭키슈에뜨,Chouetties by LUCKY CHOUETTE_Shirring Volume Short Sleeve Long Dress (dark grey) LADAX26330GYD,여성_하의,1,1,8,1,6,179790,31.0,2,146,0.6777,0.3522
F_bottom_p05_3775021.jpg,어다울,Oblique ribbon mini dress - black,여성_하의,1,1,8,1,5,105950,30.0,0,329,0.724,0.3227
F_bottom_p05_3777716.jpg,와이오와이,클래식 벨트 반소매 플리츠 롱 원피스,여성_하의,1,1,8,0,5,134460,19.0,1,394,0.4926,0.508
F_bottom_p05_3824354.jpg,이알티알,M65 Field Jacket Black,여성_하의,1,1,8,4,6,173200,32.0,1,98,0.4298,0.6973
F_bottom_p05_3871912.jpg,잇미샤,잇미샤 리본 숄더 롱 원피스 ITQ4ZOP930,여성_하의,1,1,8,1,2,194100,22.0,0,383,0.468,0.5328
F_bottom_p06_2305769.jpg,아우브아워,wrap button dress,여성_하의,1,1,8,10,4,127590,19.0,146,8075,0.4218,0.3882
F_bottom_p06_3025775.jpg,아티드,투웨이 코튼 반팔 원피스,여성_하의,1,1,8,10,3,136890,24.0,71,5128,0.7652,0.3384
F_bottom_p06_3068232.jpg,클루니,Dot Pattern Sleeveless Dress - navy,여성_하의,1,1,8,1,3,95860,46.0,3,217,0.2335,0.2729
F_bottom_p06_3185202.jpg,엘로주,Evelyn Crochet Cardigan (Ivory),여성_하의,1,1,8,10,4,126230,23.0,8,1361,0.4749,0.2834
F_bottom_p06_3225625.jpg,링서울,button shirring dress-black,여성_하의,1,1,8,1,2,121020,28.0,42,1994,0.7391,0.349
F_bottom_p06_3346843.jpg,호쿠스포쿠스,Daisy Sucker Dress,여성_하의,1,1,8,2,5,112250,19.0,34,1521,0.5099,0.2656
F_bottom_p06_3409582.jpg,노티아,CITY LEATHER ZIP-UP JACKET - BLACK,여성_하의,1,1,8,1,6,158100,20.0,4,408,0.5188,0.6766
F_bottom_p06_3413008.jpg,로라로라,RIBBON LACE MINI ONEPIECE WHITE,여성_하의,1,1,8,10,7,106340,23.0,1,481,0.5792,0.6415
F_bottom_p06_3447357.jpg,아유서울,"COTTON WASHING HALF WORK JACKET, BLUE",여성_하의,1,1,8,6,5,152620,19.0,89,3772,0.2389,0.2769
F_bottom_p06_3759805.jpg,코닥어패럴,에센셜 빅로고 스탠넥 자켓 BLACK,여성_하의,1,1,8,1,6,143640,24.0,0,24,0.5521,0.9013
F_bottom_p06_3799705.jpg,락피쉬웨더웨어,RIBBON TIED SLEEVELESS - 4 colors,여성_하의,1,1,8,10,1,32130,25.0,5,3462,0.2394,0.3962
F_outer_p01_1923466.jpg,노앙,LONELY/LOVELY FLUFF HOODIE ZIP-UP GRAY NAVY,여성_아우터,1,2,5,4,6,142400,20.0,697,8237,0.5194,0.5566
F_outer_p01_2460621.jpg,링서울,leather blouson jacket,여성_아우터,1,2,5,10,5,140080,23.0,561,15206,0.3115,0.3994
F_outer_p01_2484101.jpg,앤니즈,Margaret half jacket,여성_아우터,1,2,5,10,6,122560,31.0,294,11310,0.225,0.6964
F_outer_p01_2496799.jpg,틸아이다이,Crispy compact wind breaker jumper,여성_아우터,1,2,5,1,6,130820,27.0,241,10161,0.4192,0.3092
F_outer_p01_2499794.jpg,시야쥬,SIOT4100 클래식 트위드 자켓,여성_아우터,1,2,5,10,1,126290,29.0,403,16262,0.5199,0.1967
F_outer_p01_2736522.jpg,르로망,Cap-sleeve Jacket/ Black,여성_아우터,1,2,5,1,4,199140,26.0,16,5536,0.6238,0.3003
F_outer_p01_3072981.jpg,링서울,over fit leather blouson jacket-black,여성_아우터,1,2,5,1,1,166380,24.0,299,9996,0.6509,0.2502
F_outer_p01_3073445.jpg,썸웨어버터,Salt Bomber Jacket - Ivory,여성_아우터,1,2,5,10,6,153300,30.0,45,9350,0.4555,0.2607
F_outer_p01_3174675.jpg,녹섭,minimal boat-neck jacket,여성_아우터,1,2,5,10,4,166840,36.0,49,6248,0.5425,0.4255
F_outer_p01_3410515.jpg,108파운드,Simply Boucle Jacket,여성_아우터,1,2,5,1,5,115670,31.0,143,7454,0.5475,0.2919
F_outer_p01_3426841.jpg,하네,보이핏 히든 버튼 레더 블루종,여성_아우터,1,2,5,1,6,130050,45.0,177,9130,0.2783,0.608
F_outer_p01_3519331.jpg,포레토,Tuga chore work jacket (Navy),여성_아우터,1,2,5,6,5,191700,10.0,99,4075,0.3485,0.3097
F_outer_p01_3533708.jpg,아우어노스텔지아,Light Cotton blouson jumper_2color(OC25-OT04),여성_아우터,1,2,5,0,5,72830,39.0,35,3664,0.3682,0.3378
F_outer_p01_3730108.jpg,튜드먼트,FAUX LEATHER HALF JACKET,여성_아우터,1,2,5,1,1,169410,19.0,31,4779,0.5389,0.2273
F_outer_p01_3731210.jpg,유라고,Nylon string high neck jumper,여성_아우터,1,2,5,10,5,127190,27.0,89,5164,0.7546,0.3697
F_outer_p01_3737831.jpg,스노우피크 어패럴,캠플 여성 유틸리티 바람막이 Butter Ivory (S26ZWCWB11),여성_아우터,1,2,5,10,6,179550,5.0,9,299,0.2294,0.5713
F_outer_p01_3744133.jpg,하네,스트링 하프 레더 자켓,여성_아우터,1,2,5,0,6,103560,45.0,98,8680,0.5006,0.4033
F_outer_p01_3751392.jpg,루에브르,Asymmetric Placket Zip-Up Jacket SW6SM612,여성_아우터,1,2,5,5,5,157250,28.0,39,3737,0.4658,0.6653
F_outer_p01_3753169.jpg,드헤베,Hidden Stripe Single Jacket,여성_아우터,1,2,5,10,5,83850,51.0,14,2687,0.3504,0.3715
F_outer_p01_3757076.jpg,온앤온,노카라 커팅 레이어드 자켓 NEW6SJ208,여성_아우터,1,2,5,10,3,209740,36.0,17,2744,0.5631,0.3183
F_outer_p01_3767323.jpg,앤니즈,Penny logo hoodie zip-up,여성_아우터,1,2,5,7,6,86490,27.0,9,2084,0.5736,0.4452
F_outer_p01_3769332.jpg,시야쥬,SIOT4183 빈티지 코튼 워크 자켓,여성_아우터,1,2,5,10,6,129240,25.0,18,4944,0.2256,0.4475
F_outer_p01_3769341.jpg,시야쥬,SIOT4182 하이 넥 버튼 블루종,여성_아우터,1,2,5,6,5,124750,25.0,26,11112,0.4128,0.4642
F_outer_p01_3769342.jpg,시야쥬,SIOT4182 하이 넥 버튼 블루종,여성_아우터,1,2,5,10,5,124750,25.0,7,2374,0.2527,0.2961
F_outer_p01_3775822.jpg,포에토,Roger cotton jacket - navy,여성_아우터,1,2,5,1,5,162000,16.0,79,2326,0.2863,0.3932
F_outer_p01_3788988.jpg,샤드라마,HIGH-NECK COTTON WASHED BOMBER JUMPER,여성_아우터,1,2,5,10,1,186150,15.0,46,9185,0.3949,0.4426
F_outer_p01_3797198.jpg,아수라,AUTHENTIC TRENCH JACKET,여성_아우터,1,2,5,4,5,139290,30.0,36,3483,0.372,0.5905
F_outer_p01_3799149.jpg,포에브,Logo Applique Zip-Up Hoodie,여성_아우터,1,2,5,6,6,59980,39.0,116,3241,0.2107,0.5171
F_outer_p01_3803232.jpg,코어드,Classic harrington jumper,여성_아우터,1,2,5,0,6,209150,19.0,126,14316,0.6015,0.3963
F_outer_p01_3804506.jpg,포에토,Kyale henry knit - pink,여성_아우터,1,2,5,7,5,89250,15.0,63,3343,0.5994,0.5644
F_outer_p01_3806716.jpg,로우클래식,LOW SOFT SWEAT ZIP-UP HOODIE,여성_아우터,1,2,5,4,6,119000,0.0,161,3627,0.3085,0.6737
F_outer_p01_3809255.jpg,망고매니플리즈,PIORA SHIRRING BLOUSON,여성_아우터,1,2,5,11,4,169150,15.0,12,4321,0.7004,0.273
F_outer_p01_3823425.jpg,틸아이다이,Crispy compact wind breaker jumper,여성_아우터,1,2,5,10,5,130820,27.0,16,2752,0.2984,0.4099
F_outer_p02_1700471.jpg,틸아이다이,Mac half trench coat,여성_아우터,1,2,5,5,1,160670,28.0,276,11690,0.2685,0.2386
F_outer_p02_2173012.jpg,틸아이다이,Button up bizo blouson,여성_아우터,1,2,5,0,5,137360,27.0,322,11572,0.3641,0.4223
F_outer_p02_2523044.jpg,링서울,soft shirring blouson jacket,여성_아우터,1,2,5,6,6,163500,16.0,154,7429,0.2697,0.4411
F_outer_p02_2736525.jpg,르로망,Cap-sleeve Jacket/ Ivory,여성_아우터,1,2,5,10,2,199140,26.0,10,4038,0.7023,0.3176
F_outer_p02_2759595.jpg,틸아이다이,Coloring collar point utility jacket,여성_아우터,1,2,5,0,4,165800,28.0,161,12513,0.6341,0.3011
F_outer_p02_2861830.jpg,아메스 월드와이드,BASIC LOGO HOODIE ZIP UP NAVY,여성_아우터,1,2,5,6,6,54470,39.0,370,16015,0.295,0.5812
F_outer_p02_3015777.jpg,온앤온,스웨이드 자켓 NEL5XJ809,여성_아우터,1,2,5,0,1,228870,36.0,277,12327,0.6587,0.3739
F_outer_p02_3037377.jpg,몽돌,코튼 워크 하프 자켓 베이지,여성_아우터,1,2,5,6,4,138300,37.0,84,6991,0.3083,0.5554
